id,city.id.$numberLong,city.name,city.findname,city.country,city.coord.lon,city.coord.lat,city.zoom.$numberLong,id.$numberLong
481608,481608,Troitsk,TROITSK,RU,37.307362,55.484982,9,,,
481964,481964,Tosno,TOSNO,RU,30.877501,59.540001,8,,,
481985,481985,Torzhok,TORZHOK,RU,34.962212,57.043598,7,,,
482260,482260,Tomilino,TOMILINO,RU,37.925278,55.655277,12,,,
,482283,Tolyatti,TOLYATTI,RU,49.3461,53.5303,8,482283,,
482965,482965,Timashevsk,TIMASHEVSK,RU,38.945278,45.616943,7,,,
483019,483019,Tikhvin,TIKHVIN,RU,33.529369,59.645111,6,,,
483029,483029,Tikhoretsk,TIKHORETSK,RU,40.125278,45.854721,8,,,
483137,483137,Teykovo,TEYKOVO,RU,40.536919,56.85796,8,,,
,483495,Terek,TEREK,RU,44.136108,43.48333,10,483495,,
483661,483661,Temryuk,TEMRYUK,RU,37.381111,45.272221,9,,,
483883,483883,Tbilisskaya,TBILISSKAYA,RU,40.189999,45.363331,9,,,
484646,484646,Tambov,TAMBOV,RU,41.433891,52.73167,7,,,
,484856,Agidel,AGIDEL,RU,53.935501,55.9077,9,484856,,
484907,484907,Taganrog,TAGANROG,RU,38.896881,47.236172,8,,,
484972,484972,Syzran,SYZRAN,RU,48.468102,53.158501,8,,,
,485239,Syktyvkar,SYKTYVKAR,RU,50.80994,61.676418,4,485239,,
485432,485432,Svobody,SVOBODY,RU,43.050282,44.025558,13,,,
485639,485639,Svetogorsk,SVETOGORSK,RU,28.863211,61.112129,10,,,
485660,485660,Svetlyy,SVETLYY,RU,20.134729,54.675011,10,,,
485698,485698,Svetlograd,SVETLOGRAD,RU,42.854721,45.335281,7,,,
485871,485871,Suvorovskaya,SUVOROVSKAYA,RU,42.653889,44.194168,9,,,
485888,485888,Suvorov,SUVOROV,RU,36.496571,54.122299,8,,,
486071,486071,Surovikino,SUROVIKINO,RU,42.84861,48.607777,8,,,
486110,486110,Surkhakhi,SURKHAKHI,RU,44.901939,43.1875,11,,,
486665,486665,Sukhinichi,SUKHINICHI,RU,35.342541,54.099892,8,,,
486968,486968,Stupino,STUPINO,RU,38.070831,54.900833,8,,,
487095,487095,Strunino,STRUNINO,RU,38.566666,56.383331,11,,,
487147,487147,Stroitel,STROITEL,RU,36.483101,50.785431,8,,,
487495,487495,Sterlitamak,STERLITAMAK,RU,55.95015,53.624619,6,,,
487846,487846,Stavropol,STAVROPOL,RU,41.973331,45.042778,6,,,
487928,487928,Staryy Oskol,STARYY OSKOL,RU,37.841667,51.296665,7,,,
488635,488635,Staroshcherbinovskaya,STAROSHCHERBINOVSKAYA,RU,38.674198,46.6311,9,,,
488742,488742,Starominskaya,STAROMINSKAYA,RU,39.049721,46.529999,9,,,
488852,488852,Starodub,STARODUB,RU,32.763329,52.584438,6,,,
489088,489088,Staraya Russa,STARAYA RUSSA,RU,31.360809,57.994389,6,,,
489162,489162,Staraya Kupavna,STARAYA KUPAVNA,RU,38.1805,55.807991,11,,,
490067,490067,Sovetsk,SOVETSK,RU,48.958439,57.584751,8,,,
490068,490068,Sovetsk,SOVETSK,RU,21.87851,55.08392,8,,,
490172,490172,Sosnovyy Bor,SOSNOVYY BOR,RU,29.116671,59.900002,8,,,
490391,490391,Sosnogorsk,SOSNOGORSK,RU,53.881748,63.602291,10,,,
490466,490466,Sortavala,SORTAVALA,RU,30.69178,61.705318,7,,,
490554,490554,Sorochinsk,SOROCHINSK,RU,53.158298,52.4338,8,,,
490996,490996,Solnechnogorsk,SOLNECHNOGORSK,RU,36.983334,56.183334,9,,,
491019,491019,Sol-Iletsk,SOL-ILETSK,RU,54.99176,51.163101,8,,,
491023,491023,Solikamsk,SOLIKAMSK,RU,56.772888,59.61956,9,,,
491281,491281,Sokol,SOKOL,RU,40.12056,59.46167,9,,,
491351,491351,Sofrino,SOFRINO,RU,37.966667,56.150002,10,,,
491422,491422,Sochi,SOCHI,RU,39.730278,43.599998,7,,,
491480,491480,Sobinka,SOBINKA,RU,40.011108,55.985531,9,,,
491687,491687,Smolensk,SMOLENSK,RU,32.040001,54.781666,6,,,
491882,491882,Slobodskoy,SLOBODSKOY,RU,50.177219,58.73222,9,,,
492094,492094,Slavyansk-na-Kubani,SLAVYANSK-NA-KUBANI,RU,38.118057,45.251945,9,,,
492162,492162,Slantsy,SLANTSY,RU,28.09137,59.118172,8,,,
492376,492376,Skopin,SKOPIN,RU,39.550529,53.82486,8,,,
492448,492448,Skhodnya,SKHODNYA,RU,37.297222,55.955833,11,,,
492944,492944,Sim,SIM,RU,57.6982,54.993,9,,,
493160,493160,Sibay,SIBAY,RU,58.665829,52.71806,7,,,
,493231,Shuya,SHUYA,RU,41.388329,56.848652,8,493231,,
,493316,Shushary,SHUSHARY,RU,30.38167,59.80917,10,493316,,
493463,493463,Shumerlya,SHUMERLYA,RU,46.41288,55.5005,8,,,
493702,493702,Mikhaylovsk,MIKHAYLOVSK,RU,42.025558,45.12833,8,,,
494427,494427,Shilovo,SHILOVO,RU,40.874001,54.3204,8,,,
495062,495062,Sheksna,SHEKSNA,RU,38.510658,59.20998,9,,,
495112,495112,Shebekino,SHEBEKINO,RU,36.913601,50.409672,9,,,
,495206,Shchigry,SHCHIGRY,RU,36.90432,51.875549,6,495206,,
495260,495260,Shcherbinka,SHCHERBINKA,RU,37.559719,55.499722,10,,,
495344,495344,Shchelkovo,SHCHELKOVO,RU,37.99139,55.921665,10,,,
495394,495394,Shchekino,SHCHEKINO,RU,37.51194,54.009171,10,,,
495518,495518,Shatura,SHATURA,RU,39.536819,55.572529,8,,,
495619,495619,Sharya,SHARYA,RU,45.514442,58.36861,5,,,
496012,496012,Shakhunya,SHAKHUNYA,RU,46.611359,57.675789,7,,,
496015,496015,Shakhty,SHAKHTY,RU,40.214432,47.70911,8,,,
496267,496267,Severskaya,SEVERSKAYA,RU,38.676861,44.854069,11,,,
,496269,Severo-Zadonsk,SEVERO-ZADONSK,RU,38.401718,54.034809,11,496269,,
496275,496275,Severouralsk,SEVEROURALSK,RU,59.952049,60.153278,7,,,
496278,496278,Severomorsk,SEVEROMORSK,RU,33.416222,69.068893,9,,,
496285,496285,Severodvinsk,SEVERODVINSK,RU,39.8302,64.563499,8,,,
496478,496478,Sestroretsk,SESTRORETSK,RU,29.963779,60.098019,10,,,
496519,496519,Sertolovo,SERTOLOVO,RU,30.201651,60.144402,8,,,
496527,496527,Serpukhov,SERPUKHOV,RU,37.410831,54.921391,8,,,
496638,496638,Sergiyev Posad,SERGIYEV POSAD,RU,38.133331,56.299999,8,,,
496802,496802,Sergach,SERGACH,RU,45.46611,55.530788,8,,,
,496934,Serdobsk,SERDOBSK,RU,44.216888,52.458611,9,496934,,
,497206,Semiluki,SEMILUKI,RU,39.02787,51.685261,7,497206,,
497218,497218,Semikarakorsk,SEMIKARAKORSK,RU,40.811199,47.519428,9,,,
497450,497450,Semenov,SEMENOV,RU,44.49297,56.787491,7,,,
497610,497610,Seltso,SELTSO,RU,34.099998,53.3675,9,,,
497927,497927,Segezha,SEGEZHA,RU,34.322182,63.74147,6,,,
498418,498418,Satka,SATKA,RU,59.040001,55.0425,7,,,
498525,498525,Sarov,SAROV,RU,43.323521,54.935829,7,,,
498677,498677,Saratov,SARATOV,RU,46.033333,51.566666,6,,,
498687,498687,Sarapul,SARAPUL,RU,53.797821,56.47633,8,,,
498698,498698,Saransk,SARANSK,RU,45.1749,54.1838,7,,,
,498708,Saraktash,SARAKTASH,RU,51.786621,51.786621,8,498708,,
498817,498817,Saint Petersburg,SAINT PETERSBURG,RU,30.264168,59.894444,1,,,
499099,499099,Samara,SAMARA,RU,50.150002,53.200001,4,,,
499161,499161,Salsk,SALSK,RU,41.542778,46.4725,8,,,
499292,499292,Salavat,SALAVAT,RU,55.90773,53.383652,10,,,
499452,499452,Safonovo,SAFONOVO,RU,33.216671,55.150002,9,,,
499717,499717,Rzhev,RZHEV,RU,34.328171,56.262409,7,,,
499975,499975,Rybnoye,RYBNOYE,RU,39.511944,54.725555,10,,,
500004,500004,Rybinsk,RYBINSK,RU,38.84259,58.044601,6,,,
,500047,Ryazhsk,RYAZHSK,RU,40.110901,53.7038,8,500047,,
500096,500096,Ryazan,RYAZAN,RU,39.740002,54.61972,6,,,
500299,500299,Ruzayevka,RUZAYEVKA,RU,44.950901,54.063869,10,,,
500843,500843,Rublevo,RUBLEVO,RU,37.355831,55.785557,12,,,
,500886,Rtishchevo,RTISHCHEVO,RU,43.787449,52.26041,8,500886,,
501175,501175,Rostov-na-Donu,ROSTOV-NA-DONU,RU,39.71389,47.236389,6,,,
501183,501183,Rostov,ROSTOV,RU,39.41394,57.191399,9,,,
501215,501215,Rossosh,ROSSOSH,RU,38.5116,51.120899,7,,,
,501231,Rossosh,ROSSOSH,RU,39.567261,50.19828,8,501231,,
501283,501283,Roslavl,ROSLAVL,RU,32.863892,53.952782,7,,,
501320,501320,Roshal,ROSHAL,RU,39.874882,55.66853,9,,,
501730,501730,Rodniki,RODNIKI,RU,41.73048,57.105129,10,,,
502011,502011,Revda,REVDA,RU,59.930279,56.800968,9,,,
502018,502018,Reutov,REUTOV,RU,37.861668,55.759445,11,,,
502400,502400,Razumnoye,RAZUMNOYE,RU,36.68462,50.534389,11,,,
502540,502540,Rayevskiy,RAYEVSKIY,RU,54.9468,54.0658,10,,,
502793,502793,Rasskazovo,RASSKAZOVO,RU,41.903332,52.671391,9,,,
503550,503550,Pyatigorsk,PYATIGORSK,RU,43.059444,44.048611,7,,,
503977,503977,Pushkino,PUSHKINO,RU,37.866669,56.017223,9,,,
,504003,Pushkin,PUSHKIN,RU,30.34046,59.687328,10,504003,,
504042,504042,Pushchino,PUSHCHINO,RU,37.626389,54.833889,9,,,
504341,504341,Pskov,PSKOV,RU,28.3496,57.813599,6,,,
504576,504576,Protvino,PROTVINO,RU,37.217781,54.86639,10,,,
504831,504831,Proletarsk,PROLETARSK,RU,41.719166,46.703056,8,,,
,504935,Prokhladnyy,PROKHLADNYY,RU,44.029701,43.757408,9,504935,,
505014,505014,Priyutovo,PRIYUTOVO,RU,53.933331,53.900002,9,,,
505057,505057,Privolzhskiy,PRIVOLZHSKIY,RU,46.033333,51.400002,11,,,
505060,505060,Privolzhsk,PRIVOLZHSK,RU,41.288612,57.380833,10,,,
505230,505230,Priozersk,PRIOZERSK,RU,30.12907,61.03928,7,,,
505259,505259,Primorsko-Akhtarsk,PRIMORSKO-AKHTARSK,RU,38.174702,46.049702,8,,,
505421,505421,Pridonskoy,PRIDONSKOY,RU,39.072701,51.684059,12,,,
505806,505806,Povorino,POVORINO,RU,42.245701,51.1945,9,,,
,506762,Polyarnyye Zori,POLYARNYYE ZORI,RU,32.498058,67.366112,9,506762,,
506763,506763,Polyarnyy,POLYARNYY,RU,33.447781,69.198891,8,,,
507599,507599,Pokrov,POKROV,RU,39.176945,55.919998,9,,,
,507624,Pokhvistnevo,POKHVISTNEVO,RU,52.12738,53.65237,10,507624,,
508034,508034,Podporozhye,PODPOROZHYE,RU,34.170639,60.91124,6,,,
508101,508101,Podolsk,PODOLSK,RU,37.554722,55.424179,8,,,
,508656,Pochep,POCHEP,RU,33.4464,52.933601,9,508656,,
509052,509052,Plavsk,PLAVSK,RU,37.291939,53.709438,8,,,
,509598,Pikalevo,PIKALEVO,RU,34.166389,59.51833,9,509598,,
509697,509697,Petushki,PETUSHKI,RU,39.46104,55.926392,10,,,
509820,509820,Petrozavodsk,PETROZAVODSK,RU,34.346909,61.784912,6,,,
,509987,Petrovsk,PETROVSK,RU,45.39167,52.306389,8,509987,,
510225,510225,Petrodvorets,PETRODVORETS,RU,29.895832,59.884998,9,,,
,510364,Pestovo,PESTOVO,RU,35.802441,58.593819,7,510364,,
510808,510808,Pervouralsk,PERVOURALSK,RU,59.943611,56.905281,8,,,
,511196,Perm,PERM,RU,56.285519,58.01741,5,511196,,
,511359,Pereslavl-Zalesskiy,PERESLAVL-ZALESSKIY,RU,38.856258,56.739342,7,511359,,
511565,511565,Penza,PENZA,RU,45.004639,53.200661,6,,,
511794,511794,Pechora,PECHORA,RU,57.224388,65.147163,5,,,
512023,512023,Pavlovskiy Posad,PAVLOVSKIY POSAD,RU,38.650555,55.784721,10,,,
512051,512051,Pavlovskaya,PAVLOVSKAYA,RU,39.785557,46.132778,9,,,
512053,512053,Pavlovsk,PAVLOVSK,RU,40.108059,50.457779,7,,,
512382,512382,Pashkovskiy,PASHKOVSKIY,RU,39.10611,45.023056,11,,,
513042,513042,Pallasovka,PALLASOVKA,RU,46.883331,50.049999,7,,,
513378,513378,Ozery,OZERY,RU,38.550621,54.859982,9,,,
513883,513883,Otradnyy,OTRADNYY,RU,51.3452,53.375961,7,,,
513898,513898,Otradnoye,OTRADNOYE,RU,30.81806,59.7775,10,,,
513911,513911,Otradnaya,OTRADNAYA,RU,41.520561,44.39333,9,,,
,514171,Ostrov,OSTROV,RU,28.35368,57.343948,8,514171,,
514198,514198,Ostrogozhsk,OSTROGOZHSK,RU,39.075619,50.866402,9,,,
514259,514259,Ostashkov,OSTASHKOV,RU,33.107529,57.146671,7,,,
514706,514706,Osa,OSA,RU,55.456692,57.282879,7,,,
514734,514734,Orsk,ORSK,RU,58.566849,51.204868,7,,,
514796,514796,Orlovskiy,ORLOVSKIY,RU,42.059166,46.871387,7,,,
,515003,Orenburg,ORENBURG,RU,55.098801,51.772701,4,515003,,
515012,515012,Orel,OREL,RU,36.080276,52.965832,7,,,
515024,515024,Orekhovo-Zuyevo,OREKHOVO-ZUYEVO,RU,38.971943,55.810833,8,,,
515083,515083,Ordzhonikidzevskaya,ORDZHONIKIDZEVSKAYA,RU,45.052219,43.32111,9,,,
515246,515246,Onega,ONEGA,RU,38.14035,63.906071,6,,,
515267,515267,Omutninsk,OMUTNINSK,RU,52.193199,58.67001,5,,,
515698,515698,Olenegorsk,OLENEGORSK,RU,33.299999,68.150002,7,,,
515804,515804,Tsotsin-Yurt,TSOTSIN-YURT,RU,46.001671,43.23806,11,,,
515879,515879,Oktyabrskiy,OKTYABRSKIY,RU,53.471031,54.481468,7,,,
516215,516215,Odintsovo,ODINTSOVO,RU,37.277729,55.677979,9,,,
516256,516256,Ocher,OCHER,RU,54.7202,57.89035,9,,,
516436,516436,Obninsk,OBNINSK,RU,36.610279,55.096943,8,,,
516576,516576,Nytva,NYTVA,RU,55.333969,57.940418,9,,,
516647,516647,Nyandoma,NYANDOMA,RU,40.19907,61.669029,7,,,
,516716,Nurlat,NURLAT,RU,50.805111,54.427662,6,516716,,
516931,516931,Novyy Oskol,NOVYY OSKOL,RU,37.869099,50.7631,9,,,
517269,517269,Novozybkov,NOVOZYBKOV,RU,31.9275,52.5396,9,,,
517716,517716,Novovoronezh,NOVOVORONEZH,RU,39.217319,51.30719,9,,,
,517739,Novouzensk,NOVOUZENSK,RU,48.143059,50.459171,7,517739,,
,517766,Novoulyanovsk,NOVOULYANOVSK,RU,48.389069,54.149609,10,517766,,
517836,517836,Novotroitsk,NOVOTROITSK,RU,58.326649,51.203011,10,,,
517842,517842,Novotitarovskaya,NOVOTITAROVSKAYA,RU,38.979168,45.235558,10,,,
517963,517963,Novoshakhtinsk,NOVOSHAKHTINSK,RU,39.93335,47.760368,8,,,
518255,518255,Novorossiysk,NOVOROSSIYSK,RU,37.770832,44.723888,8,,,
518325,518325,Novopokrovskaya,NOVOPOKROVSKAYA,RU,40.700558,45.951389,8,,,
518383,518383,Novopavlovsk,NOVOPAVLOVSK,RU,43.634171,43.962219,10,,,
,518557,Novomoskovsk,NOVOMOSKOVSK,RU,38.284599,54.010502,7,518557,,
,518602,Novomichurinsk,NOVOMICHURINSK,RU,39.747898,54.038399,7,518602,,
,518659,Novokuybyshevsk,NOVOKUYBYSHEVSK,RU,49.946201,53.095901,8,518659,,
518682,518682,Novokubansk,NOVOKUBANSK,RU,41.026699,45.117001,10,,,
518909,518909,Novodvinsk,NOVODVINSK,RU,40.812199,64.416496,9,,,
518970,518970,Novocherkassk,NOVOCHERKASSK,RU,40.093887,47.418056,10,,,
518976,518976,Novocheboksarsk,NOVOCHEBOKSARSK,RU,47.477551,56.11095,10,,,
519062,519062,Novoanninskiy,NOVOANNINSKIY,RU,42.674702,50.528702,8,,,
519106,519106,Novoaleksandrovsk,NOVOALEKSANDROVSK,RU,41.220749,45.494801,9,,,
519336,519336,Velikiy Novgorod,VELIKIY NOVGOROD,RU,31.283331,58.51667,7,,,
519447,519447,Novaya Usman,NOVAYA USMAN,RU,39.40863,51.641769,10,,,
520068,520068,Noginsk,NOGINSK,RU,38.443802,55.86647,9,,,
,520204,Nizhnyaya Tura,NIZHNYAYA TURA,RU,59.811798,58.629299,13,520204,,
520494,520494,Nizhniy Tagil,NIZHNIY TAGIL,RU,59.965,57.919441,8,,,
520555,520555,Nizhniy Novgorod,NIZHNIY NOVGOROD,RU,44.002048,56.328674,1,,,
520574,520574,Nizhniy Lomov,NIZHNIY LOMOV,RU,43.67664,53.530411,8,,,
521118,521118,Nizhnekamsk,NIZHNEKAMSK,RU,51.824471,55.63657,7,,,
521776,521776,Nikolsk,NIKOLSK,RU,46.071178,53.718861,8,,,
,521874,Nikolayevsk,NIKOLAYEVSK,RU,45.45953,50.02824,11,521874,,
522260,522260,Nikel,NIKEL,RU,30.221979,69.412849,6,,,
522301,522301,Nezlobnaya,NEZLOBNAYA,RU,43.402779,44.118061,12,,,
522377,522377,Nevinnomyssk,NEVINNOMYSSK,RU,41.945278,44.626667,9,,,
522410,522410,Nevel,NEVEL,RU,29.92844,56.020939,8,,,
,522470,Nesterovskaya,NESTEROVSKAYA,RU,45.050282,43.238609,11,522470,,
522594,522594,Nerekhta,NEREKHTA,RU,40.574711,57.458809,8,,,
522775,522775,Nelidovo,NELIDOVO,RU,32.777382,56.221069,7,,,
522941,522941,Neftekumsk,NEFTEKUMSK,RU,44.916672,44.666672,8,,,
522942,522942,Neftekamsk,NEFTEKAMSK,RU,54.270321,56.091991,7,,,
,522945,Neftegorsk,NEFTEGORSK,RU,51.166,52.801998,8,522945,,
,523064,Nazran,NAZRAN,RU,44.764999,43.226109,8,523064,,
523198,523198,Navashino,NAVASHINO,RU,42.200279,55.529171,10,,,
523392,523392,Naryan-Mar,NARYAN-MAR,RU,53.086971,67.671257,1,,,
523405,523405,Nartkala,NARTKALA,RU,43.85083,43.557499,9,,,
523426,523426,Naro-Fominsk,NARO-FOMINSK,RU,36.73307,55.38752,7,,,
523523,523523,Nalchik,NALCHIK,RU,43.618889,43.498058,8,,,
523553,523553,Nakhabino,NAKHABINO,RU,37.181389,55.851391,10,,,
523750,523750,Naberezhnyye Chelny,NABEREZHNYYE CHELNY,RU,52.42889,55.756111,7,,,
523812,523812,Mytishchi,MYTISHCHI,RU,37.733891,55.90889,10,,,
524294,524294,Murom,MUROM,RU,42.041668,55.565556,8,,,
524305,524305,Murmansk,MURMANSK,RU,33.09251,68.979172,4,,,
,524640,Mtsensk,MTSENSK,RU,36.573341,53.276569,7,524640,,
,524699,Mozhga,MOZHGA,RU,52.227631,56.444691,8,524699,,
524712,524712,Mozhaysk,MOZHAYSK,RU,36.027222,55.501942,8,,,
,524736,Mozdok,MOZDOK,RU,44.688061,43.749168,10,524736,,
,524809,Mostovskoy,MOSTOVSKOY,RU,40.79361,44.41222,8,524809,,
524901,524901,Moscow,MOSCOW,RU,37.615555,55.75222,1,,,
525138,525138,Morshansk,MORSHANSK,RU,41.81065,53.443539,6,,,
525162,525162,Morozovsk,MOROZOVSK,RU,41.826111,48.353889,8,,,
525396,525396,Monino,MONINO,RU,38.194443,55.838055,12,,,
525404,525404,Monchegorsk,MONCHEGORSK,RU,32.87389,67.93972,8,,,
526346,526346,Mirnyy,MIRNYY,RU,44.53598,61.33289,7,,,
526480,526480,Mineralnyye Vody,MINERALNYYE VODY,RU,43.135277,44.210278,10,,,
526558,526558,Millerovo,MILLEROVO,RU,40.396729,48.922649,8,,,
527012,527012,Mikhaylovka,MIKHAYLOVKA,RU,43.2379,50.060001,7,,,
527191,527191,Michurinsk,MICHURINSK,RU,40.4907,52.8978,7,,,
,527361,Metallostroy,METALLOSTROY,RU,30.547779,59.800831,11,527361,,
527529,527529,Menzelinsk,MENZELINSK,RU,53.102581,55.727058,8,,,
527579,527579,Mendeleyevsk,MENDELEYEVSK,RU,52.29047,55.90818,9,,,
527717,527717,Meleuz,MELEUZ,RU,55.916672,52.966671,8,,,
527740,527740,Melenki,MELENKI,RU,41.629501,55.334301,8,,,
527888,527888,Medvezhyegorsk,MEDVEZHYEGORSK,RU,34.466667,62.916668,7,,,
527968,527968,Medvedovskaya,MEDVEDOVSKAYA,RU,39.025833,45.453056,9,,,
,528056,Medvedevo,MEDVEDEVO,RU,47.80405,56.633881,11,528056,,
528109,528109,Mednogorsk,MEDNOGORSK,RU,57.595001,51.4128,8,,,
528293,528293,Maykop,MAYKOP,RU,40.105831,44.60778,7,,,
529073,529073,Marks,MARKS,RU,46.748611,51.711109,8,,,
529505,529505,Manturovo,MANTUROVO,RU,44.761944,58.335278,8,,,
530849,530849,Maloyaroslavets,MALOYAROSLAVETS,RU,36.471851,55.014568,9,,,
,531129,Malgobek,MALGOBEK,RU,44.59306,43.509171,12,531129,,
531820,531820,Malakhovka,MALAKHOVKA,RU,38.02486,55.647758,11,,,
532096,532096,Makhachkala,MAKHACHKALA,RU,47.502361,42.976379,7,,,
532288,532288,Magnitogorsk,MAGNITOGORSK,RU,59.047218,53.41861,6,,,
,532459,Lyudinovo,LYUDINOVO,RU,34.447781,53.86639,8,532459,,
532615,532615,Lyubertsy,LYUBERTSY,RU,37.883331,55.677776,9,,,
532657,532657,Lytkarino,LYTKARINO,RU,37.905834,55.58139,11,,,
532675,532675,Lysva,LYSVA,RU,57.805279,58.108608,6,,,
532715,532715,Lyskovo,LYSKOVO,RU,45.042198,56.032822,7,,,
533543,533543,Lukhovitsy,LUKHOVITSY,RU,39.03611,54.972778,10,,,
533690,533690,Luga,LUGA,RU,29.84528,58.737221,7,,,
534015,534015,Losino-Petrovskiy,LOSINO-PETROVSKIY,RU,38.200649,55.869591,10,,,
,534341,Lomonosov,LOMONOSOV,RU,29.77253,59.90612,11,534341,,
,534560,Lodeynoye Pole,LODEYNOYE POLE,RU,33.553059,60.726002,7,534560,,
534595,534595,Lobnya,LOBNYA,RU,37.481941,56.00972,8,,,
534701,534701,Livny,LIVNY,RU,37.606892,52.425339,7,,,
534838,534838,Liski,LISKI,RU,39.51545,50.984051,8,,,
535121,535121,Lipetsk,LIPETSK,RU,39.570759,52.603111,5,,,
535243,535243,Likino-Dulevo,LIKINO-DULEVO,RU,38.954445,55.711666,9,,,
,535334,Lgovskiy,LGOVSKIY,RU,35.2775,51.630692,8,535334,,
535886,535886,Lermontov,LERMONTOV,RU,42.973331,44.10667,12,,,
536156,536156,Leninsk,LENINSK,RU,45.199444,48.711945,9,,,
,536162,Leninogorsk,LENINOGORSK,RU,52.460869,54.602558,9,536162,,
536200,536200,Leningradskaya,LENINGRADSKAYA,RU,39.387699,46.3214,8,,,
536206,536206,Yubileyny,YUBILEYNY,RU,37.833328,55.933331,13,,,
536518,536518,Lebedyan,LEBEDYAN,RU,39.166389,53.019421,8,,,
536625,536625,Lazarevskoye,LAZAREVSKOYE,RU,39.333057,43.906113,9,,,
537107,537107,Lakinsk,LAKINSK,RU,39.948479,56.01931,12,,,
537281,537281,Labinsk,LABINSK,RU,40.735558,44.634167,9,,,
,537345,Dugulubgey,DUGULUBGEY,RU,43.536942,43.662498,12,537345,,
537737,537737,Kuznetsk,KUZNETSK,RU,46.600368,53.116749,7,,,
538138,538138,Kuvandyk,KUVANDYK,RU,57.355202,51.4781,10,,,
538340,538340,Kushva,KUSHVA,RU,59.759171,58.290562,8,,,
538416,538416,Kushchevskaya,KUSHCHEVSKAYA,RU,39.638611,46.556389,6,,,
538442,538442,Kusa,KUSA,RU,59.440559,55.338329,9,,,
538560,538560,Kursk,KURSK,RU,36.19389,51.730282,7,,,
538601,538601,Kurovskoye,KUROVSKOYE,RU,38.910831,55.578335,10,,,
538836,538836,Kurganinsk,KURGANINSK,RU,40.59861,44.880001,9,,,
,538908,Kurchatov,KURCHATOV,RU,35.6521,51.660099,9,538908,,
,538913,Kurchaloy,KURCHALOY,RU,46.0881,43.201839,10,538913,,
539147,539147,Kungur,KUNGUR,RU,56.959301,57.436798,7,,,
539283,539283,Kumertau,KUMERTAU,RU,55.783329,52.76667,9,,,
539555,539555,Kulebaki,KULEBAKI,RU,42.532501,55.41333,9,,,
539689,539689,Kukmor,KUKMOR,RU,50.894402,56.185501,10,,,
539817,539817,Kudymkar,KUDYMKAR,RU,54.655998,59.017288,7,,,
540030,540030,Kubinka,KUBINKA,RU,36.689999,55.583889,9,,,
540103,540103,Kstovo,KSTOVO,RU,44.197868,56.147331,8,,,
540251,540251,Krymsk,KRYMSK,RU,37.991169,44.92934,9,,,
540761,540761,Kropotkin,KROPOTKIN,RU,40.575558,45.4375,7,,,
540771,540771,Kronshtadt,KRONSHTADT,RU,29.773611,59.99361,10,,,
541404,541404,Krasnyy Sulin,KRASNYY SULIN,RU,40.07037,47.892208,10,,,
542000,542000,Krasnoye Selo,KRASNOYE SELO,RU,30.089439,59.738331,10,,,
542184,542184,Krasnovishersk,KRASNOVISHERSK,RU,57.081989,60.407829,7,,,
542199,542199,Krasnoufimsk,KRASNOUFIMSK,RU,57.766861,56.60585,7,,,
542327,542327,Krasnokamsk,KRASNOKAMSK,RU,55.754108,58.080158,9,,,
542334,542334,Krasnogvardeyskoye,KRASNOGVARDEYSKOYE,RU,41.518612,45.845554,8,,,
542374,542374,Krasnogorsk,KRASNOGORSK,RU,37.318054,55.822498,10,,,
542420,542420,Krasnodar,KRASNODAR,RU,38.976944,45.03278,6,,,
542461,542461,Krasnoarmeyskaya,KRASNOARMEYSKAYA,RU,38.211712,45.366138,8,,,
542463,542463,Krasnoarmeysk,KRASNOARMEYSK,RU,38.133331,56.099998,10,,,
542464,542464,Krasnoarmeysk,KRASNOARMEYSK,RU,45.696941,51.023891,7,,,
543018,543018,Kozmodemyansk,KOZMODEMYANSK,RU,46.57111,56.336666,8,,,
,543348,Kozelsk,KOZELSK,RU,35.771591,54.03746,9,543348,,
543436,543436,Kovylkino,KOVYLKINO,RU,43.91386,54.038761,8,,,
543460,543460,Kovrov,KOVROV,RU,41.319172,56.35722,8,,,
543508,543508,Kovdor,KOVDOR,RU,30.47576,67.566162,6,,,
543605,543605,Kotovsk,KOTOVSK,RU,41.509441,52.588612,10,,,
543633,543633,Kotovo,KOTOVO,RU,44.801189,50.321129,8,,,
543704,543704,Kotlas,KOTLAS,RU,46.655556,61.261112,6,,,
543728,543728,Kotelnikovo,KOTELNIKOVO,RU,43.146111,47.631668,8,,,
543731,543731,Kotelniki,KOTELNIKI,RU,37.844501,55.63546,13,,,
,543737,Kotelnich,KOTELNICH,RU,48.348,58.308899,7,543737,,
543878,543878,Kostroma,KOSTROMA,RU,40.934444,57.770832,8,,,
,543899,Kostomuksha,KOSTOMUKSHA,RU,30.57667,64.570999,6,543899,,
544293,544293,Kosaya Gora,KOSAYA GORA,RU,37.54459,54.118961,10,,,
544370,544370,Koryazhma,KORYAZHMA,RU,47.16914,61.314331,9,,,
544896,544896,Korenovsk,KORENOVSK,RU,39.451942,45.468613,9,,,
545277,545277,Konstantinovsk,KONSTANTINOVSK,RU,41.09222,47.582779,8,,,
545575,545575,Kondrovo,KONDROVO,RU,35.92778,54.806389,9,,,
545626,545626,Kondopoga,KONDOPOGA,RU,34.261379,62.20565,8,,,
545673,545673,Konakovo,KONAKOVO,RU,36.766666,56.700001,9,,,
545788,545788,Kommunar,KOMMUNAR,RU,30.389999,59.62056,11,,,
